Person1Id,Person2Id,creationDate
113,28587302330467,2012-07-12T02:08:44.894+00:00
113,28587302332385,2012-05-03T01:24:59.475+00:00
113,30786325583457,2012-10-25T13:16:23.384+00:00
113,30786325584340,2012-08-01T07:54:39.737+00:00
113,30786325585467,2012-11-05T00:01:41.094+00:00
113,30786325587837,2012-08-14T01:41:20.985+00:00
113,30786325588087,2012-09-19T18:58:24.951+00:00
113,32985348836251,2012-11-03T16:39:15.341+00:00
113,32985348842089,2012-11-14T19:16:55.208+00:00
113,32985348843745,2012-08-11T08:08:29.665+00:00
113,35184372090859,2012-11-05T11:51:31.135+00:00
113,35184372095646,2012-11-04T22:28:04.629+00:00
113,35184372095829,2012-10-16T05:12:16.543+00:00
113,35184372097208,2012-11-23T00:49:12.336+00:00
113,35184372099301,2012-11-22T00:41:31.132+00:00
137,1164,2011-01-11T14:19:01.846+00:00
137,3486,2010-12-05T09:14:46.281+00:00
137,5320,2012-02-12T16:52:47.160+00:00
137,6732,2010-09-25T14:08:47.197+00:00
137,9774,2010-04-23T01:24:37.257+00:00
137,2199023259493,2012-10-09T09:48:22.308+00:00
137,2199023261511,2010-07-04T02:17:12.125+00:00
137,2199023264850,2010-05-15T09:13:44.192+00:00
137,2199023265393,2010-10-10T13:14:39.470+00:00
137,6597069770843,2010-11-05T23:25:22.396+00:00
137,6597069774109,2012-07-04T09:57:33.620+00:00
137,6597069774885,2011-02-27T03:48:52.167+00:00
137,6597069776480,2011-04-07T13:38:01.958+00:00
137,8796093031585,2012-06-14T01:34:01.678+00:00
137,10995116281080,2012-01-12T10:04:36.886+00:00
137,13194139534237,2011-06-11T04:41:51.786+00:00
137,13194139535678,2012-05-17T03:06:03.885+00:00
137,13194139537333,2011-08-25T21:27:46.634+00:00
137,13194139539096,2012-10-14T23:03:27.236+00:00
137,13194139539364,2012-04-19T17:56:32.415+00:00
137,15393162794334,2011-08-03T08:35:21.513+00:00
137,15393162795700,2012-06-25T21:25:41.256+00:00
137,17592186048114,2012-10-13T09:11:08.419+00:00
137,17592186050849,2011-07-31T04:22:10.388+00:00
137,17592186051788,2012-09-29T23:00:27.459+00:00
137,17592186054677,2012-08-07T02:50:40.876+00:00
137,19791209300230,2012-04-25T12:22:07.492+00:00
137,19791209302997,2012-06-13T12:58:25.554+00:00
137,19791209304951,2012-10-07T14:35:03.798+00:00
137,19791209306378,2012-08-27T04:19:35.975+00:00
137,21990232560671,2011-12-03T22:10:32.067+00:00
137,21990232561939,2011-10-16T23:06:17.395+00:00
137,21990232563823,2012-02-28T10:44:39.588+00:00
137,21990232565211,2012-01-23T00:43:25.153+00:00
137,24189255813906,2012-05-21T19:44:33.292+00:00
137,24189255814548,2012-09-09T21:25:52.318+00:00
137,24189255815502,2012-05-28T12:39:33.927+00:00
137,24189255818790,2012-07-07T17:02:10.414+00:00
137,24189255820514,2012-02-02T22:38:10.183+00:00
137,26388279069775,2012-03-13T09:40:23.841+00:00
137,26388279074337,2012-06-06T16:24:07.084+00:00
137,26388279074968,2012-08-14T07:53:53.015+00:00
137,30786325579605,2012-09-22T00:58:01.474+00:00
137,30786325580112,2012-09-19T14:12:16.286+00:00
137,30786325583430,2012-07-23T12:45:14.344+00:00
137,32985348841879,2012-09-20T14:18:30.390+00:00
137,32985348842410,2012-09-24T15:56:44.738+00:00
137,35184372090097,2012-09-22T18:19:43.044+00:00
137,35184372093980,2012-11-21T22:16:59.998+00:00
137,37383395346298,2012-11-27T13:42:04.229+00:00
141,1527,2011-05-12T11:34:43.051+00:00
141,2676,2011-06-07T00:21:29.573+00:00
141,3470,2011-04-12T13:37:56.083+00:00
141,5688,2012-05-15T05:25:15.325+00:00
141,5958,2012-04-08T09:01:13.501+00:00
141,8375,2010-11-22T00:41:10.894+00:00
141,9304,2012-06-22T14:52:45.932+00:00
141,10377,2011-10-28T19:47:48.108+00:00
141,10613,2011-09-02T04:14:15.389+00:00
141,2199023256130,2011-07-04T04:25:36.757+00:00
141,2199023256351,2011-09-24T15:44:42.976+00:00
141,2199023256436,2011-03-14T22:44:23.011+00:00
141,2199023257244,2010-09-15T16:10:43.879+00:00
141,2199023258424,2012-05-23T03:59:56.328+00:00
141,2199023261700,2011-11-22T15:25:15.210+00:00
141,2199023262836,2011-05-07T12:56:36.402+00:00
141,2199023264276,2010-08-22T08:00:50.019+00:00
141,2199023265402,2012-09-27T21:28:52.206+00:00
141,4398046511473,2012-03-01T16:21:49.849+00:00
141,4398046511987,2012-09-04T16:45:33.197+00:00
141,4398046519739,2012-06-02T09:46:34.379+00:00
141,4398046520134,2011-08-29T04:58:14.794+00:00
141,6597069769862,2012-09-23T06:30:55.352+00:00
141,6597069771115,2011-10-11T13:41:35.967+00:00
141,6597069773673,2011-04-27T23:34:27.563+00:00
141,6597069774737,2012-05-16T16:49:13.577+00:00
141,6597069776268,2011-10-10T17:26:19.961+00:00
141,8796093026743,2012-02-03T20:32:08.026+00:00
141,8796093029413,2010-10-10T01:07:18.628+00:00
141,10995116283346,2011-07-25T16:24:36.469+00:00
141,10995116283786,2012-09-06T02:12:26.942+00:00
141,10995116285385,2011-04-22T19:18:27.321+00:00
141,13194139536963,2012-04-08T11:53:18.165+00:00
141,13194139540257,2011-11-18T08:33:14.462+00:00
141,13194139540712,2012-09-22T04:15:20.202+00:00
141,15393162795717,2012-05-16T23:54:01.537+00:00
141,15393162796553,2012-10-29T05:44:09.068+00:00
141,15393162796909,2011-05-27T11:50:32.622+00:00
141,17592186047024,2011-11-03T20:30:50.490+00:00
141,17592186049622,2012-09-11T18:31:03.987+00:00
141,17592186053461,2012-06-23T02:32:34.950+00:00
141,17592186054279,2011-09-23T03:25:47.765+00:00
141,17592186054409,2011-12-07T04:56:57.888+00:00
141,19791209301052,2012-10-22T08:03:29.095+00:00
141,19791209303074,2012-02-01T06:45:11.537+00:00
141,19791209303668,2012-08-04T11:34:30.423+00:00
141,19791209305144,2012-10-19T15:37:10.218+00:00
141,19791209305969,2012-06-28T01:56:45.304+00:00
141,19791209308812,2012-02-14T06:10:02.545+00:00
141,21990232558174,2011-10-08T17:29:54.798+00:00
141,21990232566078,2012-01-24T15:22:53.012+00:00
141,24189255811465,2012-05-31T00:30:05.966+00:00
141,24189255812191,2012-09-22T09:20:44.760+00:00
141,24189255813538,2012-01-31T21:30:13.330+00:00
141,24189255814889,2012-11-13T01:31:22.578+00:00
141,24189255814958,2011-12-11T14:26:36.285+00:00
141,24189255815615,2012-07-11T09:25:17.532+00:00
141,26388279068313,2012-06-25T19:22:16.820+00:00
141,26388279069263,2012-05-13T05:19:19.509+00:00
141,26388279070251,2012-01-25T18:09:10.512+00:00
141,28587302323224,2012-08-28T12:23:08.210+00:00
141,28587302324452,2012-07-07T03:23:39.722+00:00
141,28587302325374,2012-10-21T13:11:39.944+00:00
141,28587302326926,2012-09-02T05:45:10.994+00:00
141,28587302327742,2012-09-27T07:50:54.854+00:00
141,28587302330581,2012-06-25T08:57:33.720+00:00
141,30786325578070,2012-10-25T19:27:00.083+00:00
141,30786325580142,2012-07-20T07:40:44.926+00:00
141,32985348833887,2012-11-26T05:16:36.212+00:00
141,32985348836413,2012-09-10T16:38:00.700+00:00
141,32985348839145,2012-08-26T16:51:47.892+00:00
141,32985348839785,2012-10-22T10:12:06.828+00:00
141,32985348839875,2012-11-13T00:39:50.142+00:00
141,32985348842474,2012-11-17T09:14:45.082+00:00
141,35184372090055,2012-11-16T04:11:38.696+00:00
141,35184372091374,2012-11-21T10:54:27.841+00:00
141,35184372092691,2012-09-25T09:24:45.687+00:00
141,35184372093632,2012-11-14T23:18:09.417+00:00
141,35184372093680,2012-11-07T02:02:44.392+00:00
141,35184372093927,2012-10-12T06:35:41.354+00:00
141,35184372097517,2012-11-05T03:00:33.117+00:00
141,37383395353295,2012-11-20T20:06:06.545+00:00
167,358,2012-03-14T03:52:26.278+00:00
167,4398046519825,2012-01-31T15:45:58.484+00:00
167,6597069771580,2012-07-03T03:35:02.773+00:00
167,6597069771930,2011-12-18T13:26:38.268+00:00
167,8796093024055,2010-11-25T09:35:27.390+00:00
167,8796093030065,2012-05-20T05:08:39.294+00:00
167,8796093030242,2012-06-28T20:28:17.010+00:00
167,10995116283889,2011-04-21T20:38:30.571+00:00
167,10995116286166,2011-08-21T09:01:28.157+00:00
167,13194139536351,2012-03-13T08:39:55.745+00:00
167,15393162795309,2012-09-27T20:44:36.655+00:00
167,15393162797132,2011-06-04T03:22:14.313+00:00
167,17592186048064,2011-05-28T23:42:32.626+00:00
167,21990232563252,2012-03-02T06:24:23.516+00:00
167,26388279070251,2012-08-12T10:33:10.387+00:00
167,28587302324370,2012-08-11T12:53:11.068+00:00
167,28587302330901,2012-09-25T12:12:50.115+00:00
167,30786325581003,2012-10-17T03:05:45.680+00:00
167,30786325583499,2012-10-26T03:55:03.656+00:00
167,32985348835600,2012-10-28T09:51:21.644+00:00
167,32985348842600,2012-11-25T12:32:12.281+00:00
167,35184372098657,2012-11-13T22:20:32.339+00:00
177,6575,2012-08-15T02:46:37.878+00:00
177,4398046513767,2012-07-14T03:16:00.773+00:00
177,6597069771773,2012-11-17T02:19:38.652+00:00
177,17592186045208,2011-07-06T07:12:17.317+00:00
177,19791209303398,2011-08-31T06:10:21.548+00:00
177,28587302323273,2012-05-05T02:20:13.854+00:00
177,28587302326788,2012-06-20T04:11:36.250+00:00
177,32985348840714,2012-08-04T01:09:38.679+00:00
182,1975,2011-04-27T15:42:39.826+00:00
182,1989,2012-06-22T22:42:13.203+00:00
182,2208,2010-08-03T01:22:32.826+00:00
182,2665,2011-06-13T04:08:06.307+00:00
182,2783,2012-10-15T05:33:32.765+00:00
182,3470,2011-06-14T18:48:10.836+00:00
182,4109,2010-09-22T16:35:15.152+00:00
182,4621,2011-12-03T13:02:38.518+00:00
182,5187,2012-05-04T18:44:08.517+00:00
182,8506,2010-03-26T21:45:45.970+00:00
182,9336,2012-08-07T12:52:21.504+00:00
182,2199023256518,2011-05-13T05:28:20.062+00:00
182,2199023257018,2011-10-23T21:19:08.622+00:00
182,2199023257601,2011-02-01T08:20:37.023+00:00
182,2199023258367,2011-09-25T11:35:48.398+00:00
182,2199023259651,2012-04-27T17:31:25.472+00:00
182,2199023260145,2012-04-21T03:43:17.675+00:00
182,2199023260212,2012-10-26T10:09:50.506+00:00
182,2199023260994,2012-06-14T03:56:33.914+00:00
182,2199023265046,2011-06-10T22:09:04.589+00:00
182,2199023265112,2011-06-27T05:29:27.993+00:00
182,2199023265765,2010-09-27T15:00:20.806+00:00
182,4398046511460,2012-03-31T08:04:06.631+00:00
182,4398046511622,2011-07-20T11:54:45.356+00:00
182,4398046512698,2012-06-05T16:40:13.209+00:00
182,4398046513126,2012-04-20T18:37:11.385+00:00
182,4398046513315,2011-06-11T16:26:33.964+00:00
182,4398046517881,2011-05-18T04:10:57.529+00:00
182,4398046520667,2012-01-06T15:38:11.571+00:00
182,6597069770217,2011-07-29T17:02:02.056+00:00
182,6597069770229,2011-12-13T00:54:06.576+00:00
182,6597069770790,2010-10-16T23:52:56.506+00:00
182,6597069774192,2011-09-08T23:54:43.136+00:00
182,6597069774222,2012-01-10T09:51:26.508+00:00
182,6597069774812,2012-09-17T16:24:18.014+00:00
182,6597069774813,2011-08-26T11:04:18.841+00:00
182,6597069775040,2012-01-25T04:20:06.831+00:00
182,6597069775042,2010-11-21T18:14:28.213+00:00
182,6597069775554,2011-11-01T14:54:43.069+00:00
182,6597069776380,2011-10-03T16:23:39.118+00:00
182,6597069777093,2012-11-02T16:43:21.038+00:00
182,6597069777160,2010-11-17T07:17:11.731+00:00
182,8796093023235,2011-08-31T22:34:21.780+00:00
182,8796093023286,2012-10-15T13:22:04.049+00:00
182,8796093026214,2010-10-29T23:11:29.378+00:00
182,8796093026373,2010-12-30T19:07:57.526+00:00
182,8796093028265,2012-08-17T02:43:51.666+00:00
182,8796093028333,2012-07-05T11:20:36.942+00:00
182,8796093029444,2011-09-08T06:11:42.601+00:00
182,8796093029974,2012-05-13T16:08:31.023+00:00
182,8796093030850,2011-12-31T10:57:50.359+00:00
182,8796093030982,2012-04-30T03:57:10.558+00:00
182,8796093031783,2011-03-20T22:42:28.471+00:00
182,10995116280548,2012-07-05T19:58:59.947+00:00
182,10995116280719,2011-07-27T10:19:50.503+00:00
182,10995116282724,2011-11-08T09:32:40.717+00:00
182,10995116282829,2011-05-30T00:13:52.189+00:00
182,10995116283619,2012-01-27T04:07:08.815+00:00
182,10995116283630,2011-10-12T23:29:07.225+00:00
182,10995116284563,2011-03-07T10:47:29.730+00:00
182,10995116285043,2011-09-01T11:07:13.332+00:00
182,13194139534037,2011-07-30T12:29:20.011+00:00
182,13194139534178,2011-11-30T21:33:27.190+00:00
182,13194139537007,2011-02-01T05:44:03.306+00:00
182,13194139537020,2011-06-07T17:39:36.611+00:00
182,13194139537539,2011-05-29T08:09:35.451+00:00
182,13194139539851,2011-12-27T03:06:49.252+00:00
182,13194139540056,2011-11-04T15:14:04.309+00:00
182,13194139541551,2012-06-11T22:55:08.931+00:00
182,15393162788928,2012-10-23T15:14:16.030+00:00
182,15393162789121,2012-08-10T05:11:59.127+00:00
182,15393162794570,2012-02-08T02:53:30.913+00:00
182,15393162795553,2011-07-13T03:48:17.182+00:00
182,15393162796545,2012-04-27T23:46:35.607+00:00
182,15393162796635,2011-08-15T07:53:46.558+00:00
182,15393162797199,2011-11-09T03:05:56.870+00:00
182,15393162797245,2012-02-27T03:35:44.811+00:00
182,15393162797413,2012-09-13T21:03:18.329+00:00
182,17592186045106,2011-06-16T03:55:32.599+00:00
182,17592186045281,2012-01-25T07:55:25.169+00:00
182,17592186047102,2011-10-03T09:34:22.439+00:00
182,17592186049930,2012-09-24T23:02:25.526+00:00
182,17592186053010,2011-12-21T13:36:16.035+00:00
182,17592186053173,2012-05-31T13:07:47.524+00:00
182,19791209300884,2012-10-22T11:59:59.310+00:00
182,19791209301974,2011-12-23T23:00:09.893+00:00
182,19791209302883,2011-12-26T03:24:56.108+00:00
182,19791209306158,2012-11-19T11:48:31.994+00:00
182,19791209307253,2012-05-16T05:13:12.104+00:00
182,19791209309192,2012-04-28T03:24:25.973+00:00
182,19791209309694,2012-03-07T19:50:11.482+00:00
182,19791209310037,2012-11-28T20:11:03.725+00:00
182,21990232558589,2012-08-04T04:19:57.754+00:00
182,21990232564592,2012-03-23T17:08:17.298+00:00
182,24189255811330,2012-02-13T05:34:10.934+00:00
182,24189255811379,2012-05-11T10:59:26.360+00:00
182,24189255811417,2012-02-15T14:14:02.893+00:00
182,24189255814268,2012-04-17T02:56:43.554+00:00
182,24189255815274,2012-07-06T04:21:18.998+00:00
182,24189255818288,2012-02-09T09:55:32.638+00:00
182,24189255818402,2012-09-23T01:08:36.835+00:00
182,24189255819104,2012-03-05T01:03:39.709+00:00
182,26388279069749,2012-06-06T18:02:01.473+00:00
182,26388279070481,2012-11-05T11:09:25.077+00:00
182,26388279073755,2012-06-02T19:21:10.065+00:00
